word	emo_score	emotion
사귀다	1	posi
사귀어	1	posi
사나우며	-1	nega
사나운	-1	nega
사나운 기색이	-1	nega
사나운 모양	-1	nega
사나운 사람	-1	nega
사나운 사람을	-1	nega
사나운 짐승	-1	nega
사나운 짓을	-1	nega
사납거나	-1	nega
사납거나 불길하다	-2	nega
사납게	-1	nega
사납게 되다	-1	nega
사납게 맞서서	-1	nega
사납게 성을	-1	nega
사납게 우는	-1	nega
사납게 울다	-1	nega
사납게 흘겨보는	-1	nega
사납고	-1	nega
사납고 무서운	-2	nega
사납다	-1	nega
사납던	-1	nega
사늘한	-1	nega
사늘한 기운이	-1	nega
사늘한 느낌이	-1	nega
사라져 없어짐	-1	nega
사람과 대립하는	-1	nega
사람다운	1	posi
사람답지 못함	-2	nega
사람됨이 야무지다	2	posi
사람됨이 좋은	2	posi
사람들과 어울려	2	posi
사람들이 시끄럽게	-1	nega
사람들이 어수선하게	-1	nega
사람에게 베풀거나	2	posi
사람을 감동시킬	2	posi
사람을 구원하다	2	posi
사람을 귀엽게	2	posi
사람을 낮잡아	-2	nega
사람을 내쫓아	-2	nega
사람을 몸져눕게	-2	nega
사람을 못살게	-2	nega
사람을 소중하게	2	posi
사람을 속이며	-2	nega
사람을 아끼고	2	posi
사람을 아끼어	2	posi
사람을 업신여기는	-2	nega
사람을 위협하거나	-2	nega
사람을 처벌하여	-2	nega
사람의 업적과	2	posi
사람의 죽음을	-2	nega
사람의 착함을	2	posi
사람이 병이나	-2	nega
사람이 섭섭하게	-1	nega
사람이 좋아하여	2	posi
사람이 죽어서	-2	nega
사람이나 짐승을 죽이다	-2	nega
사랑	2	posi
사랑겹다	2	posi
사랑과	1	posi
사랑과 은혜	2	posi
사랑과 은혜를	2	posi
사랑꾼	2	posi
사랑둥이	2	posi
사랑받고	2	posi
사랑받고 칭찬받다	2	posi
사랑받다	2	posi
사랑스러운	2	posi
사랑스러움	2	posi
사랑스럽거나	2	posi
사랑스럽거나 귀엽다	2	posi
사랑스럽게	2	posi
사랑스럽게 부르는	2	posi
사랑스럽게 이르는	2	posi
사랑스럽다	2	posi
사랑스레	2	posi
사랑으로	2	posi
사랑을	1	posi
사랑을 느낄	1	posi
사랑을 받는	2	posi
사랑을 받아	2	posi
사랑을 표현하는	1	posi
사랑의	2	posi
사랑의 마음	2	posi
사랑이	1	posi
사랑이 담긴	2	posi
사랑이다	2	posi
사랑하거나	2	posi
사랑하거나 끌리어서	2	posi
사랑하고	2	posi
사랑하고 소중히	2	posi
사랑하고 좋아함	2	posi
사랑하고 즐기는	2	posi
사랑하고 칭찬하다	2	posi
사랑하는	2	posi
사랑하는 마음	2	posi
사랑하는 사람	2	posi
사랑하는 태도를	1	posi
사랑하다	2	posi
사랑하여	2	posi
사랑함	2	posi
사랑해	2	posi
사로잡다	1	posi
사리를 밝혀	1	posi
사리를 분별할 여유가 없다	-1	nega
사리를 분별할 여유가 없이	-1	nega
사리에 맞게	2	posi
사리에 맞고	2	posi
사리에 밝고	1	posi
사리에 밝은	2	posi
사리에 밝음	2	posi
사리에 어긋나게	-2	nega
사리에 어두운	-2	nega
사리에 어두운 사람	-2	nega
사리에 어두워	-1	nega
사망하다	-2	nega
사멸하는	-2	nega
사멸하는 것	-2	nega
사모	2	posi
사모하다	2	posi
사모하여	2	posi
사모하여 동경함	2	posi
사모함	2	posi
사무치게 미워하는	-2	nega
사무치게 미워하다	-2	nega
사무치게 미워함	-2	nega
사물에 밝은	1	posi
사뿐사뿐하다	1	posi
사뿐하다	1	posi
사사로운 분노	-2	nega
사사로움이 없다	1	posi
사사로움이 없음	1	posi
사세난연	-2	nega
사세난연하다	-2	nega
사실을 긍정적으로	2	posi
사실을 날조하여	-1	nega
사실인 것처럼	-1	nega
사심없는	1	posi
사악하다	-2	nega
사악한	-2	nega
사악한 모의	-2	nega
사양하는	-1	nega
사양하는 모양	-1	nega
사이가 꽤 벌어져	-1	nega
사이가 꽤 벌어지는	-1	nega
사이가 꽤 벌어지다	-1	nega
사이가 끊어지고	-1	nega
사이가 뜬	-1	nega
사이가 뜬 상태로	-1	nega
사이가 벌어지게	-1	nega
사이가 벌어지는	-1	nega
사이가 벌어지다	-1	nega
사이가 소원하다	-1	nega
사이가 소원한	-1	nega
사이가 어그러지고	-1	nega
사이가 틀어져서	-1	nega
사이를 끊고	-1	nega
사이를 두다	-1	nega
사정없이 마구	-1	nega
사정없이 몰아쳐서	-1	nega
사치	-1	nega
사치스러운	-2	nega
사치스럽다	-1	nega
사태가 복잡하여	-1	nega
사형에	-2	nega
사형에 처하다	-2	nega
사형에 처함	-2	nega
사형에 처해지다	-2	nega
사회가 혼란스럽고	-2	nega
사회의 발전이나	1	posi
삭는	-1	nega
삭막하다	-2	nega
산 교훈	1	posi
산뜻하거나	2	posi
산뜻하거나 뜨거우면서	1	posi
산뜻하게	2	posi
산뜻하게 느껴지는	2	posi
산뜻하게 생생히	2	posi
산뜻하게 싱싱히	2	posi
산뜻하고	2	posi
산뜻하고 뚜렷하여	2	posi
산뜻하고 부드러운	2	posi
산뜻하다	2	posi
산뜻하지 못하게	-1	nega
산뜻하지 못하고	-1	nega
산뜻하지 아니하고	-1	nega
산뜻하지 않게	-1	nega
산뜻한	1	posi
산후 질병	-1	nega
살가죽이 짓무르고	-1	nega
살갗이 갈라지는	-1	nega
살갗이 오그라들며	-1	nega
살그머니	1	posi
살그머니 웃는	1	posi
살그머니 웃다	1	posi
살기	-2	nega
살기 있고	-2	nega
살기 힘든	-2	nega
살려 주다	1	posi
살림이 넉넉한	2	posi
살림이 어렵고	-2	nega
살모넬라균에	-1	nega
살모넬라균에 오염된	-1	nega
살빛이 희고	1	posi
살아가는 지혜를	2	posi
살아나거나	1	posi
살아나거나 생겨나다	1	posi
살을 찌르는	-1	nega
살이 쪄	-1	nega
살이 쪄서	-1	nega
살이 찌고	-1	nega
살이 찌는	-1	nega
살이 찐	-1	nega
살인	-1	nega
살인자	-2	nega
살인죄	-2	nega
살인하다	-1	nega
살지 못하고	-2	nega
살짝 속여	-1	nega
살펴보지 않고	-1	nega
살피지 아니한	-1	nega
살해	-1	nega
살해되다	-2	nega
살해됨	-2	nega
살해됨을	-2	nega
살해하다	-2	nega
상긋	1	posi
상긋거리다	1	posi
상긋방긋하다	1	posi
상긋상긋	1	posi
상긋하다	1	posi
상냥하게	2	posi
상냥하게 행동하는	2	posi
상냥하게 행동하다	2	posi
상냥하고	2	posi
상냥하고 너그러운	2	posi
상냥하고 너그럽다	2	posi
상냥하고 보드라운	2	posi
상냥하고 보드랍다	2	posi
상냥하고 부드러운	2	posi
상냥하고 부드럽게	2	posi
상냥하고 부드럽다	2	posi
상냥하다	2	posi
상냥하면서	2	posi
상냥하면서 활발하다	2	posi
상냥하면서 활발한	2	posi
상냥한	2	posi
상냥함	2	posi
상당하다고	1	posi
상당한	1	posi
상당한 수준이나	1	posi
상당한 지식과	1	posi
상당히 차갑게	-1	nega
상당히 차갑다	-1	nega
상대를 몰아붙이듯이	-2	nega
상대를 이기다	1	posi
상대편을 위협하는	-2	nega
상서로운	1	posi
상서로운 날	1	posi
상서롭다	1	posi
상서롭지 못한	-2	nega
상스러운	-2	nega
상스러운 말	-2	nega
상스러운 말로	-2	nega
상스럽고	-2	nega
상스럽다	-2	nega
상습범	-2	nega
상승곡선	1	posi
상승세	1	posi
상승효과	1	posi
상실된	-1	nega
상실된 심리	-1	nega
상실한	-1	nega
상실한 상태를	-1	nega
상심	-2	nega
상심하다	-2	nega
상처	-2	nega
상처 따위가	-2	nega
상처가	-1	nega
상처가 많아	-2	nega
상처가 생기고	-2	nega
상처가 쓰리고	-2	nega
상처를	-2	nega
상처를 내다	-2	nega
상처를 내면	-2	nega
상처를 내어	-2	nega
상처를 입게	-2	nega
상처를 입다	-2	nega
상처를 입히다	-2	nega
상처를 입힘	-2	nega
상처를 입힘으로써	-2	nega
상처에서	-1	nega
상쾌하게	2	posi
상쾌하다	2	posi
상쾌하지 않고	-1	nega
상쾌한	2	posi
상쾌한 느낌	2	posi
상쾌한 마음으로	2	posi
상쾌한 몸의	2	posi
상쾌할	2	posi
상쾌할 때	2	posi
상쾌히	2	posi
상큼하다	1	posi
상태가 나쁘거나	-2	nega
상태를 부정하거나	-2	nega
상태를 부정하는	-2	nega
상태를 어지럽게	-2	nega
상태를 유지함	1	posi
상태에 시들해져서	-1	nega
상하거나	-2	nega
상하게	-2	nega
상하게 되다	-2	nega
상하게 하거나	-2	nega
상하게 하다	-2	nega
상하게 하여	-2	nega
상하고	-2	nega
상하다	-2	nega
상하여	-2	nega
상하지 아니하고	1	posi
상한	-2	nega
상한 데가	-2	nega
상함	-2	nega
상해서	-2	nega
상향하다	1	posi
상혼	-2	nega
상혼하다	-2	nega
새눈무늿병	-1	nega
새로운	1	posi
새로운 길에	1	posi
새로운 접근 방식	2	posi
새로워지다	1	posi
새롭게	1	posi
새롭게 고치다	1	posi
새롭지 못하고	-1	nega
새롭지 못하다	-1	nega
새실대다	1	posi
새파랗게 독이	-1	nega
색감이 밝고	1	posi
색다른	1	posi
색에 빠져	-1	nega
샐그러뜨리며	-1	nega
샐쭉	-1	nega
샐쭉거리다	-1	nega
샐쭉대다	-1	nega
샐쭉샐쭉하다	-1	nega
샐쭉하다	-1	nega
샘나다	-1	nega
샘바르고	-1	nega
샘바르고 시기하는	-1	nega
샘을	-1	nega
샘을 부리다	-1	nega
샘하는	-1	nega
샘하는 마음을	-1	nega
샘하는 마음이	-1	nega
샘하여	-1	nega
샘하여 미워하다	-2	nega
생각 따위가 좁고	-1	nega
생각 없이	-1	nega
생각이 모자라거나	-1	nega
생각이 모자라고	-1	nega
생각이 부족하여	-1	nega
생각이 아득하다	-2	nega
생각이 좁아	-1	nega
생각하고 그리워하다	1	posi
생각하고 그리워함	1	posi
생겨나다	1	posi
생글생글	1	posi
생글생글 웃으면서	1	posi
생긋	1	posi
생긋거리다	1	posi
생긋대다	1	posi
생긋방긋	1	posi
생긋방긋거리다	1	posi
생기 없이	-2	nega
생기 있게	1	posi
생기 있고	1	posi
생기 있는	1	posi
생기가	1	posi
생기가 없거나	-2	nega
생기가 없고	-2	nega
생기가 없는	-2	nega
생기가 없다	-2	nega
생기가 없어	-2	nega
생기가 없어져	-2	nega
생기가 없어지다	-2	nega
생기가 없이	-2	nega
생기가 있게	1	posi
생기가 있고	1	posi
생기가 있는	1	posi
생기가 있다	1	posi
생기가 적은	-1	nega
생기는 병	-1	nega
생기는 병의	-1	nega
생긴 병증으로	-1	nega
생김새가 아담하고	1	posi
생김새가 훤하고	2	posi
생동감이	1	posi
생생하게	1	posi
생생하게 보이는	1	posi
생생하고	1	posi
생생하고 산뜻하게	1	posi
생생하다	1	posi
생생하지 아니하고	-1	nega
생생한	1	posi
생생한 기운이	1	posi
생생히	1	posi
생활에 유용함을	1	posi
생활이 곤궁하여	-2	nega
생활이 넉넉하여	1	posi
생활이 원만하고	1	posi
생활이 즐겁고	2	posi
생활이 풍요로워지다	2	posi
서글서글한	2	posi
서글서글한 데가	2	posi
서글퍼지다	-2	nega
서글프다	-2	nega
서글픔	-2	nega
서글피	-2	nega
서늘하다	1	posi
서늘한	-1	nega
서늘한 기운	-1	nega
서늘한 느낌이	-1	nega
서두르며	-1	nega
서두르며 부산하게	-1	nega
서러운	-2	nega
서러운 마음	-2	nega
서러움	-2	nega
서러워하다	-2	nega
서러이	-2	nega
서럽게	-2	nega
서럽게 여기다	-2	nega
서럽다	-2	nega
서로 거칠게	-2	nega
서로 덤벼들어	-1	nega
서로 따지며	-1	nega
서로 맞지 않아	-1	nega
서로 사귀며	1	posi
서로 어긋나고	-1	nega
서로 정답고	2	posi
서로 정답다	2	posi
서로 친하다	1	posi
서로 협력함을	1	posi
서로 화답하며	1	posi
서먹거리다	-1	nega
서먹서먹하게	-1	nega
서먹서먹하게 되다	-1	nega
서먹서먹하게 행동하다	-1	nega
서먹서먹하다	-1	nega
서먹서먹한	-1	nega
서먹서먹한 모양	-1	nega
서분대다	-1	nega
서운감	-2	nega
서운하거나	-2	nega
서운하거나 불만스럽게	-2	nega
서운하게	-2	nega
서운하게 여기다	-2	nega
서운하고	-2	nega
서운하고 아깝다	-2	nega
서운하다	-2	nega
서운한	-2	nega
서운한 느낌	-2	nega
서운한 느낌이	-2	nega
서운한 모양	-2	nega
서운함	-2	nega
서운히	-2	nega
서정적인	1	posi
서투르거나	-1	nega
서투르게	-1	nega
서투르게 읽다	-1	nega
서투르게 휘청거리며	-1	nega
서투르고	-1	nega
서투르다	-1	nega
서투른	-1	nega
서투른 걸음으로	-1	nega
서투른 모양	-1	nega
서투른 사람	-1	nega
서투름	-1	nega
선득선득	-1	nega
선득선득하다	-1	nega
선뜻 내키지 않아	-2	nega
선뜻 행동하는	1	posi
선뜻 행동하다	1	posi
선량하다	1	posi
선량한	1	posi
선명하게	1	posi
선명하다	1	posi
선명하다는	1	posi
선명하다는 뜻으로	1	posi
선명하지 못하고	-1	nega
선명하지 못한	-1	nega
선명하지 아니하고	-1	nega
선명한	1	posi
선선한	1	posi
선선한 느낌이	1	posi
선업을	1	posi
선전하다	1	posi
선진적인	1	posi
선천적 기형으로	-1	nega
선하다	2	posi
선행을	2	posi
선행을 베푼	2	posi
선호하는	2	posi
선호하다	2	posi
설렁거리다	-1	nega
설렁대다	-1	nega
설렁설렁	-1	nega
설렁설렁하다	-1	nega
설레거나	1	posi
설레거나 움직이다	1	posi
설레게	1	posi
설레게 하는	1	posi
설레게 하다	1	posi
설레는	1	posi
설레는 모양	1	posi
설레다	1	posi
설레발	-1	nega
설레발치다	-1	nega
설레어	1	posi
설레이다	1	posi
설사	-1	nega
설사가	-1	nega
설사를	-1	nega
설사를 하는	-1	nega
설사를 하면서	-1	nega
설사의	-1	nega
설사의 하나	-1	nega
설사하는	-1	nega
설사하는 병	-1	nega
설움	-2	nega
설움에	-2	nega
설움에 겨워	-2	nega
설움으로	-2	nega
설움이	-2	nega
설움이 북받쳐	-2	nega
설친	-1	nega
설친 잠	-1	nega
섬기지 아니하여	-1	nega
섬뜩	-2	nega
섬뜩섬뜩	-2	nega
섬뜩섬뜩하다	-2	nega
섬뜩하다	-2	nega
섬세하게	1	posi
섬세하고	1	posi
섬약하여	-1	nega
섭섭이	-2	nega
섭섭하거나	-1	nega
섭섭하거나 불만스러운	-2	nega
섭섭하거나 불만스럽게	-2	nega
섭섭하거나 서운한	-2	nega
섭섭하게	-1	nega
섭섭하게 여겨져	-1	nega
섭섭하게 여겨질	-1	nega
섭섭하고	-1	nega
섭섭하고 언짢게	-2	nega
섭섭하고 언짢다	-2	nega
섭섭하다	-1	nega
섭섭한	-1	nega
섭섭한 느낌으로	-1	nega
섭섭한 느낌이	-1	nega
섭하다	-1	nega
성가시게	-2	nega
성가시게 구는	-2	nega
성가시게 굴다	-2	nega
성가시게 달라붙어	-2	nega
성가시게 달라붙어서	-2	nega
성가시게 하는	-2	nega
성가시게 하다	-2	nega
성가시고	-2	nega
성가시고 귀찮게	-2	nega
성가시고 귀찮다	-2	nega
성가시다	-2	nega
성가시어	-2	nega
성가실	-2	nega
성가실 정도로	-2	nega
성격이 너그럽고	2	posi
성격이 사납고	-2	nega
성격이 온화하고	2	posi
성공	2	posi
성공적	2	posi
성공적이다	2	posi
성공하다	2	posi
성공하여	2	posi
성공한	2	posi
성과가	1	posi
성과가 있을	1	posi
성교	1	posi
성교 하다	1	posi
성글	2	posi
성글거리다	2	posi
성글고	2	posi
성글고 곱다	2	posi
성글다	-1	nega
성글대다	2	posi
성글벙글	2	posi
성글벙글거리다	2	posi
성글벙글대다	2	posi
성글벙글하다	2	posi
성글성글	2	posi
성글성글하다	2	posi
성글하다	2	posi
성급하게	-1	nega
성급하다	-1	nega
성급한	-1	nega
성기다	-1	nega
성나다	-2	nega
성난	-2	nega
성난 빛이	-2	nega
성난 얼굴로	-2	nega
성내다	-2	nega
성내어	-2	nega
성대하다	2	posi
성대한	2	posi
성립되는 죄	-2	nega
성립하는 범죄	-2	nega
성미가 급하고	-1	nega
성미가 급하여	-1	nega
성미가 매우 느리고	-2	nega
성미가 매우 무르고	-2	nega
성미를 부리고	-1	nega
성숙되다	1	posi
성숙하고	1	posi
성숙하고 발전하다	1	posi
성숙하다	1	posi
성숙한	2	posi
성실하지 못하고	-1	nega
성실한 마음이	2	posi
성을 내거나	-2	nega
성을 내는	-2	nega
성을 내다	-2	nega
성을 내며	-2	nega
성을 내어	-2	nega
성을 냄	-2	nega
성을 왈칵	-2	nega
성을 잘 내는	-2	nega
성을내다	-2	nega
성의 없이	-2	nega
성의가	1	posi
성의를 보이거나	1	posi
성의있다	2	posi
성이 나거나	-2	nega
성이 나다	-2	nega
성이 나서	-2	nega
성이 남	-2	nega
성이나서	-2	nega
성장되거나	1	posi
성장되거나 성숙되다	1	posi
성장되거나 성숙하다	1	posi
성적인 매력에	1	posi
성질나다	-2	nega
성질내다	-2	nega
성질부리다	-2	nega
성질이 거세고	-2	nega
성질이 거칠고	-2	nega
성질이 깐깐하여	-2	nega
성질이 깐작깐작하고	-2	nega
성질이 보드라우면서	1	posi
성질이 부드러우면서	1	posi
성질이 부드럽고	1	posi
성질이 악하고	-2	nega
성질이 음흉한	-2	nega
성취함을	2	posi
성품이 상냥하고	2	posi
성품이 좋은	2	posi
성품이 착하다	2	posi
성하다	1	posi
성해지다	1	posi
세계를 동경하고	1	posi
세계적인	1	posi
세력에 내리눌리다	-1	nega
세력이 없는	-2	nega
세련되고	2	posi
세련되고 깔끔해지다	2	posi
세련되고 아름다움	2	posi
세련되다	2	posi
세련되지 않고	-1	nega
세련된	2	posi
세련된 데서	2	posi
세련됨이 없이	-1	nega
세련미	1	posi
세상을 업신여기고	-2	nega
세상의 종말	-2	nega
세상이 망하는	-2	nega
세속의 때를	-2	nega
세운 공로에	1	posi
세월만 허비하는	-2	nega
세일	1	posi
세일하다	1	posi
세지 못하다	-1	nega
세차고	-1	nega
세차고 사납게	-1	nega
센 고집	-1	nega
센셰이셔널	1	posi
소갈병	-1	nega
소견이 얕은	-1	nega
소견이 좁은	-1	nega
소견이 좁은 사람을	-1	nega
소고집	-1	nega
소극적이다	-1	nega
소담스러운	2	posi
소담스러운 데가	2	posi
소동을 일으키는	-2	nega
소동을 일으킴	-2	nega
소득	1	posi
소득이 있다	1	posi
소란스러운	-2	nega
소란스러운 소리가	-2	nega
소란스러운 형세	-2	nega
소란스러움	-2	nega
소란스럽게	-2	nega
소란스럽게 떠드는	-2	nega
소란스럽게 이리저리	-2	nega
소란스럽게 지르는	-2	nega
소란스럽고	-1	nega
소란스럽다	-2	nega
소란이	-2	nega
소란이 이는	-2	nega
소란하게	-2	nega
소란하게 떠벌리는	-2	nega
소란하게 함	-2	nega
소란하고	-2	nega
소란해지거나	-2	nega
소름	-2	nega
소름끼치는	-2	nega
소름이	-2	nega
소름이 끼치는	-2	nega
소름이 끼치다	-2	nega
소름이 끼치도록	-2	nega
소름이 끼칠	-2	nega
소름이 돋는	-2	nega
소리가 맑고	2	posi
소리가 맑고 은은하게	2	posi
소리가 요란하다	-1	nega
소망	1	posi
소문난 명성	2	posi
소복하게	1	posi
소스라치게	-2	nega
소외	-2	nega
소외감	-2	nega
소외되다	-2	nega
소용없다	-2	nega
소용없이	-2	nega
소용이 없음을	-2	nega
소원하다	-1	nega
소원한	-1	nega
소원한 모양	-1	nega
소음	-1	nega
소중하게	2	posi
소중하게 여겨	2	posi
소중하다	2	posi
소중한	2	posi
소중히	2	posi
소중히 대하다	2	posi
소중히 여기거나	2	posi
소중히 여기고	2	posi
소중히 여기는	2	posi
소중히 여기다	2	posi
소중히 여김	2	posi
소질과	1	posi
소탈하여	1	posi
소홀	-2	nega
소홀하게	-2	nega
소홀하다	-2	nega
소홀히	-2	nega
소홀히 여겨	-2	nega
소홀히 하거나	-2	nega
소화 불량	-1	nega
소화가 되지 아니하면서	-1	nega
소화되지 못하고	-1	nega
소화되지 아니하고	-1	nega
속되게	-2	nega
속되게 이르는	-2	nega
속박되다	-2	nega
속병이	-1	nega
속병이 나서	-1	nega
속상	-2	nega
속상하다	-2	nega
속셈이 음흉한	-2	nega
속아 넘어가게	-1	nega
속에 거슬리게	-1	nega
속에 답답하게	-1	nega
속에 병이	-1	nega
속여	-1	nega
속여 넘기게	-1	nega
속여 넘기는	-1	nega
속여 넘기다	-1	nega
속으로 불평스럽게	-2	nega
속으로는 멀리하다	-1	nega
속으로는 엉큼한	-1	nega
속으로만 언짢고	-2	nega
속을 썩이다	-2	nega
속을 썩임	-2	nega
속을 태우다	-2	nega
속을 태우며	-2	nega
속을 태움	-2	nega
속을 후련하게	1	posi
속이 거북하다	-2	nega
속이 거북한	-2	nega
속이 그득한	-1	nega
속이 깊다	2	posi
속이 깊지 못하고	-1	nega
속이 깐깐하고	-1	nega
속이 끓는	-2	nega
속이 느글거리는	-2	nega
속이 느글거리다	-2	nega
속이 느끼하다	-2	nega
속이 느끼해지는	-2	nega
속이 느끼해지다	-2	nega
속이 답답하고	-1	nega
속이 답답하다	-2	nega
속이 답답한	-2	nega
속이 답답함	-2	nega
속이 매스껍고	-2	nega
속이 매슥매슥하여	-2	nega
속이 메스꺼워	-2	nega
속이 메스껍고	-2	nega
속이 메슥메슥하여	-2	nega
속이 부글거리는	-2	nega
속이 부글거리다	-2	nega
속이 불편하거나	-2	nega
속이 빈	-1	nega
속이 상하거나	-2	nega
속이 상하고	-2	nega
속이 상하여	-2	nega
속이 상해서	-2	nega
속이 시원하고	2	posi
속이 쓰리고	-1	nega
속이 아픈	-2	nega
속이 언짢고	-2	nega
속이 엉큼하고	-1	nega
속이 울렁거리는	-2	nega
속이 울렁거리다	-2	nega
속이 좁다	-2	nega
속이 찌르듯이	-2	nega
속이 타	-1	nega
속이 타는	-2	nega
속이 타다	-1	nega
속이거나	-2	nega
속이고	-2	nega
속이고 배반하다	-2	nega
속이기	-2	nega
속이기 위하여	-2	nega
속이는	-2	nega
속이는 모양	-2	nega
속이다	-2	nega
속이려는	-2	nega
속이려는 모략	-2	nega
속이려는 짓을	-2	nega
속이며	-2	nega
속인다는	-2	nega
속인다는 뜻으로	-2	nega
속임	-2	nega
속임수	-2	nega
속절없다	-1	nega
속절없이	-1	nega
속죄	1	posi
속태	-2	nega
손가락이 없거나	-1	nega
손발이 굳어서	-1	nega
손발이 잘린	-1	nega
손발이 차며	-1	nega
손보아 고치다	1	posi
손부끄러이	-1	nega
손부끄럽다	-1	nega
손상되다	-2	nega
손상되어	-1	nega
손상된	-2	nega
손상을	-1	nega
손상을 끼치다	-2	nega
손상을 입음	-2	nega
손상을 입힘	-2	nega
손상이나	-1	nega
손상이나 치욕	-2	nega
손실이 생길	-2	nega
손으로 탐스럽게	1	posi
손해	-2	nega
손해 배상	-2	nega
손해가	-2	nega
손해가 되는	-2	nega
손해나	-2	nega
손해나 빚	-2	nega
손해를	-2	nega
손해를 끼치거나	-2	nega
손해를 끼치다	-2	nega
손해를 보거나	-2	nega
손해를 보다	-2	nega
손해를 보아서	-2	nega
손해를 봄	-2	nega
손해를 입다	-2	nega
손해의	-2	nega
솔직하다	2	posi
솔직한	2	posi
솜씨가 깨끗하고	2	posi
솜씨가 뛰어난	2	posi
솟아나는	1	posi
솟아나는 모양	1	posi
송구스럽거나	-2	nega
송구스럽거나 부끄러워서	-1	nega
송구스럽게	-2	nega
송구스럽게 망설이며	-2	nega
쇠멸하다	-2	nega
쇠약감	-1	nega
쇠약감 따위가	-1	nega
쇠약하다	-1	nega
쇠약한	-2	nega
쇠약한 데다	-2	nega
쇠약한 지경을	-1	nega
쇠약해져서	-2	nega
쇠약해지는	-2	nega
쇠약해지는 일	-2	nega
쇠약해지면서	-1	nega
쇠약해진	-2	nega
쇠약해진 사람을	-2	nega
쇠약해진 지경을	-2	nega
쇠잔하여	-2	nega
쇠퇴하여	-2	nega
쇠퇴하여 사멸하는	-2	nega
쇠퇴한	-2	nega
쇠퇴한 제도나	-2	nega
쇠하여지다	-2	nega
수고하는	1	posi
수군덕수군덕하다	-1	nega
수긍하다	1	posi
수꼴	-1	nega
수두	-1	nega
수령에게 기쁨을	1	posi
수막염	-1	nega
수면 부족	-1	nega
수면부족	-2	nega
수분이 부족하거나	-1	nega
수상쩍거나	-1	nega
수선	-1	nega
수선 부리기를	-1	nega
수선스러워	-1	nega
수선스럽게	-1	nega
수선스럽게 뒤끓는	-1	nega
수선스럽게 뒤끓다	-1	nega
수선스럽게 들끓다	-1	nega
수선스럽게 움직이다	-1	nega
수선스럽고	-1	nega
수선스럽다	-1	nega
수선을	-1	nega
수선을 부리다	-1	nega
수수하다	1	posi
수습하는	1	posi
수습하는 모양	1	posi
수습하다	1	posi
수요가 늘어나다	1	posi
수월하게	2	posi
수월하게 거침없이	2	posi
수월하다	2	posi
수익	1	posi
수익을	1	posi
수익을 거두게	2	posi
수익을 거두다	2	posi
수익을 거둠	2	posi
수준에 미치지 못한	-1	nega
수준에 미치지 못함	-1	nega
수준을 뛰어넘어	1	posi
수준이 낮다	-2	nega
수준이 낮은	-2	nega
수준이 높고	1	posi
수준이 매우 낮아지다	-2	nega
수준이어서 만족할	2	posi
수준이어서 만족할 만하다	2	posi
수척하다	-2	nega
수치스러운	-2	nega
수치와	-2	nega
수치와 모욕을	-2	nega
수치플	-1	nega
수행의 공덕을	1	posi
수혜	1	posi
수혜자	1	posi
숙련된	1	posi
순간적으로 치미는	-2	nega
순결	2	posi
순결무구하다	1	posi
순결한 사랑	1	posi
순박하게	1	posi
순서상으로 앞선	1	posi
순수하게	1	posi
순수하게 되게	1	posi
순수하게 되다	1	posi
순수하게 됨	1	posi
순수하고	1	posi
순수하고 깨끗하며	2	posi
순수하고 깨끗한	2	posi
순수하고 바르게	2	posi
순수하고 바르다	2	posi
순수하고 올바르다	2	posi
순수하다	1	posi
순수한	1	posi
순수한 애정이나	1	posi
순수한 이익	2	posi
순수한 황금	2	posi
순수화	1	posi
순수화하다	1	posi
순순하다	1	posi
순순히	1	posi
순정파	1	posi
순정하다	1	posi
순조롭게	2	posi
순조롭게 되어	2	posi
순조롭게 진행되어	2	posi
순조롭게 하지 못하고	-2	nega
순조롭지 못하게	-2	nega
순조롭지 않거나	-2	nega
순종하는	1	posi
순진하게	1	posi
순진하고 어리석은	-2	nega
순탄하게	1	posi
순탄하고	1	posi
순탄하고 원활하여	1	posi
순탄하지 못하고	-2	nega
순탄하지 않게	-2	nega
순탄하지 않다	-2	nega
순편하다	1	posi
순편히	1	posi
순하게	1	posi
순하게 되다	1	posi
순하고 어리석다	-2	nega
순하다	1	posi
순하지 않고	-2	nega
순한	1	posi
순한 모양	1	posi
순환의 장애로	-2	nega
술렁거리어	-1	nega
술렁거리어 뒤숭숭하게	-1	nega
술렁거리어 뒤숭숭하다	-1	nega
술렁거리어 뒤숭숭한	-1	nega
술렁거리어 뒤숭숭함	-1	nega
숨 막히듯이	-2	nega
숨 쉬기 어렵게	-1	nega
숨결이 밭고	-1	nega
숨김없이	1	posi
숨김없이 말하다	1	posi
숨김이 없이	1	posi
숨소리가 고르지 아니하고	-2	nega
숨소리를 거칠게	-2	nega
숨쉬기가 힘들어지고	-1	nega
숨어 살거나	-1	nega
숨을 가쁘고	-2	nega
숨이 가빠	-2	nega
숨이 막히는	-2	nega
숨이 막히다	-1	nega
숨이 막힐	-2	nega
숨이 막힘	-1	nega
숨이 몹시 차는	-1	nega
숨이 차거나	-1	nega
숨이 차고	-2	nega
숨이 차는	-2	nega
숨이 차다	-1	nega
숨이 차서	-2	nega
숫기가 없어	-1	nega
숭상하여	2	posi
숭상하여 좋아하는	2	posi
쉬거나	-2	nega
쉬면서	1	posi
쉬워지다	1	posi
쉰	-2	nega
쉰 듯하다	-2	nega
